,cell1_cu_watts,cell1_du_watts,cell1_ru_watts,cell1_cu_joules,cell1_du_joules,cell1_ru_joules,cell1_total_watts,cell1_total_joules,cell2_cu_watts,cell2_du_watts,cell2_ru_watts,cell2_cu_joules,cell2_du_joules,cell2_ru_joules,cell2_total_watts,cell2_total_joules
2025-09-29 15:21:55,0.07304658894698339,13.58666554415552,51.0,27596.203865,143143.519732,21493.5,64.6597121331025,192233.22359699997,0.07304658894698339,12.198780354157853,50.7,27596.203865,153420.866624,21356.5,62.97182694310484,202373.57048899998
2025-09-29 15:22:00,0.04499413904992851,11.4735054577553,51.1,27596.520997,143208.03855,21749.0,62.61849959680523,192553.55954699998,0.04499413904992851,11.24853476249236,50.9,27596.520997,153487.40533699997,21611.0,62.19352890154229,202694.92633399996
2025-09-29 15:22:05,0.0,13.598597101223135,51.1,27596.819307,143279.49949400002,22004.5,64.69859710122313,192880.81880100002,0.0,13.467209689614227,50.9,27596.819307,153557.71673000001,21865.5,64.36720968961423,203020.036037
2025-09-29 15:22:10,0.0,13.749876767335097,51.2,27597.174482,143350.03937699998,22260.5,64.9498767673351,193207.71385899998,0.0,14.278718181442407,51.0,27597.174482,153629.592781,22120.5,65.2787181814424,203347.26726300002
2025-09-29 15:22:15,0.055744855485100116,13.267275605471571,51.2,27597.526959,143413.593314,22516.5,64.52302046095667,193527.620273,0.055744855485100116,14.493662426131099,50.9,27597.526959,153693.41597499998,22375.0,65.4494072816162,203665.942934
2025-09-29 15:22:20,0.3989058823507177,14.360611764629725,51.2,27598.29893,143486.458379,22772.5,65.95951764698044,193857.25730899998,0.3989058823507177,14.759517646978823,50.7,27598.29893,153771.111678,22628.5,65.85842352932954,203997.91060799998
2025-09-29 15:22:25,0.055184513180394516,13.133914136931388,50.9,27598.643732,143556.463097,23027.0,64.08909865011178,194182.106829,0.055184513180394516,14.182419887372687,50.9,27598.643732,153846.393939,22883.0,65.13760440055307,204328.037671
2025-09-29 15:22:30,0.07138860576098227,13.421057883084144,51.2,27598.999795,143625.144599,23283.0,64.69244648884512,194507.144394,0.07138860576098227,13.349669277334526,50.9,27598.999795,153919.230137,23137.5,64.3210578830955,204655.72993200002
2025-09-29 15:22:35,0.0958898630359347,13.328690962001463,51.2,27599.436357,143699.243339,23539.0,64.6245808250374,194837.679696,0.0958898630359347,13.712250414153923,50.9,27599.436357,153994.534291,23392.0,64.70814027718986,204985.970648
2025-09-29 15:22:40,0.05711133814871936,14.049389184592753,51.2,27599.743821,143767.639274,23795.0,65.30650052274147,195162.383095,0.05711133814871936,14.334945875332455,50.8,27599.743821,154062.192074,23646.0,65.19205721348118,205307.935895
