,cu_watts,du_watts,ru_watts,cu_joules,du_joules,ru_joules,total_watts,total_joules
2025-09-29 09:14:55,0.1363762996507843,,50.7,26144.05947,,80277.5,50.83637629965079,106421.55947000001
2025-09-29 09:15:00,0.08919301923357278,,50.7,26144.336468,,80531.0,50.78919301923357,106675.336468
2025-09-29 09:15:05,0.0544304738881568,,50.8,26144.637192000002,,80785.0,50.85443047388815,106929.637192
2025-09-29 09:15:10,0.11248924003763339,,50.8,26145.09904,,81039.0,50.91248924003763,107184.09904
2025-09-29 09:15:15,0.10499172081953946,,50.5,26145.438152,,81291.5,50.60499172081954,107436.938152
2025-09-29 09:15:20,0.14514794914598217,,50.6,26145.849899999997,,81544.5,50.74514794914598,107690.3499
2025-09-29 09:15:25,0.0,,50.8,26146.195782,,81798.5,50.8,107944.695782
2025-09-29 09:15:30,0.14842328213500003,,50.8,26146.588435,,82052.5,50.948423282134996,108199.088435
2025-09-29 09:15:35,0.0,,50.7,26147.001149,,82306.0,50.7,108453.001149
2025-09-29 09:15:40,0.05157757180885683,,50.6,26147.349494000002,,82559.0,50.65157757180886,108706.349494
2025-09-29 09:15:45,0.04908753871722095,,50.7,26147.744905,,82812.5,50.74908753871723,108960.244905
2025-09-29 09:15:50,0.05687202267528239,,50.8,26148.141328,,83066.5,50.85687202267528,109214.641328
2025-09-29 09:15:55,0.06322568082340622,,50.7,26148.517619,,83320.0,50.76322568082341,109468.51761899999
2025-09-29 09:16:00,0.09470193265448766,,50.6,26148.904063,,83573.0,50.69470193265449,109721.904063
2025-09-29 09:16:05,0.054188448439842406,,50.6,26149.407454,,83826.0,50.65418844843985,109975.407454
2025-09-29 09:16:10,0.050477164660791794,,50.8,26149.834796000003,,84080.0,50.85047716466079,110229.83479600001
2025-09-29 09:16:15,0.149796254300364,,50.6,26150.305291,,84333.0,50.749796254300364,110483.305291
2025-09-29 09:16:20,0.0,,50.6,26150.618314,,84586.0,50.6,110736.61831399999
2025-09-29 09:16:25,0.041445710688770364,,50.9,26151.163313,,84840.5,50.94144571068877,110991.663313
2025-09-29 09:16:30,0.0788418847462454,,50.8,26151.594306,,85094.5,50.878841884746244,111246.094306
2025-09-29 09:16:35,0.0472878033086444,,50.6,26151.872691,,85347.5,50.64728780330864,111499.372691
2025-09-29 09:16:40,0.06350628187649353,,50.6,26153.142260999997,,85600.5,50.663506281876494,111753.642261
2025-09-29 09:16:45,0.09235716468179535,,50.7,26153.436338,,85854.0,50.792357164681796,112007.436338
2025-09-29 09:16:50,0.09046736730542433,,50.8,26153.803452,,86108.0,50.89046736730542,112261.803452
2025-09-29 09:16:55,0.04627641290251133,,50.7,26154.186977,,86361.5,50.74627641290252,112515.686977
2025-09-29 09:17:00,0.10026433114928658,,50.6,26154.554072,,86614.5,50.700264331149285,112769.054072
2025-09-29 09:17:05,0.07081220479460221,,50.7,26154.809088,,86868.0,50.7708122047946,113022.80908800001
2025-09-29 09:17:10,0.08089035459378367,,50.8,26155.112924999998,,87122.0,50.88089035459378,113277.112925
2025-09-29 09:17:15,0.09728444157807178,,50.6,26155.477602,,87375.0,50.69728444157807,113530.477602
2025-09-29 09:17:20,0.11894193542237234,,50.6,26155.863233,,87628.0,50.71894193542237,113783.863233
2025-09-29 09:17:25,0.1479170453615244,,50.8,26156.190301,,87882.0,50.94791704536152,114038.190301
2025-09-29 09:17:30,0.047402592513856874,,50.8,26156.624936,,88136.0,50.84740259251385,114292.62493600001
2025-09-29 09:17:35,0.05265070017655442,,50.6,26157.01897,,88389.0,50.65265070017656,114546.01897
2025-09-29 09:17:40,0.0530507247013724,,50.6,26157.417236,,88642.0,50.65305072470137,114799.41723600001
2025-09-29 09:17:45,0.05974598616893597,,50.8,26157.763957,,88896.0,50.85974598616893,115053.763957
2025-09-29 09:17:50,0.08162516773403734,,50.8,26158.117675999998,,89150.0,50.881625167734036,115308.117676
2025-09-29 09:17:55,0.09608525096855712,,50.6,26158.525454,,89403.0,50.69608525096856,115561.525454
2025-09-29 09:18:00,0.10189194731813732,,50.5,26158.998971999998,,89655.5,50.60189194731814,115814.498972
2025-09-29 09:18:05,0.11495229822986684,,50.8,26159.371987,,89909.5,50.91495229822986,116068.87198699999
2025-09-29 09:18:10,0.12358623854706167,,50.7,26160.081027,,90163.0,50.823586238547065,116323.08102700001
2025-09-29 09:18:15,0.14465975012875312,,50.5,26160.503371,,90415.5,50.64465975012875,116576.003371
2025-09-29 09:18:20,0.0,,50.7,26160.866668,,90669.0,50.7,116829.866668
2025-09-29 09:18:25,0.05704050153882386,,50.8,26161.167668000002,,90923.0,50.85704050153882,117084.16766800001
2025-09-29 09:18:30,0.05180892242137509,,50.7,26161.769695,,91176.5,50.751808922421375,117338.269695
2025-09-29 09:18:35,0.13461569980950694,,50.7,26162.216953000003,,91430.0,50.83461569980951,117592.216953
2025-09-29 09:18:40,0.10919075041174955,,50.5,26162.570087,,91682.5,50.60919075041175,117845.070087
2025-09-29 09:18:45,0.11811157822326437,,50.8,26163.060566,,91936.5,50.91811157822326,118099.560566
2025-09-29 09:18:50,0.056671325823314085,,50.7,26163.475742,,92190.0,50.75667132582332,118353.475742
2025-09-29 09:18:55,0.07020055262915928,,50.6,26163.890790999998,,92443.0,50.67020055262916,118606.890791
2025-09-29 09:19:00,0.09013728500089448,,50.9,26164.279847,,92697.5,50.99013728500089,118861.779847
2025-09-29 09:19:05,0.10527576136150127,,50.6,26164.700204,,92950.5,50.705275761361506,119115.200204
2025-09-29 09:19:10,0.053238872822508,,50.5,26165.079298999997,,93203.0,50.55323887282251,119368.079299
2025-09-29 09:19:15,0.10501447349189831,,50.8,26165.459374000002,,93457.0,50.905014473491896,119622.459374
2025-09-29 09:19:20,0.06645228639657981,,50.6,26165.791629,,93710.0,50.666452286396584,119875.791629
2025-09-29 09:19:25,0.0,,50.6,26166.09625,,93963.0,50.6,120129.09625
2025-09-29 09:19:30,0.04391117288118468,,50.8,26166.52559,,94217.0,50.843911172881185,120383.52559
2025-09-29 09:19:35,0.04618940970702557,,50.6,26166.896618,,94470.0,50.64618940970703,120636.896618
