,cu_watts,du_watts,ru_watts,cu_joules,du_joules,ru_joules,total_watts,total_joules
2025-09-29 08:48:00,0.0,,40.0,26008.436007,,200.0,40.0,26208.436007
2025-09-29 08:48:05,0.08365712563480447,,40.0,26008.750549,,400.0,40.08365712563481,26408.750549
2025-09-29 08:48:10,0.04182842198868638,,40.1,26009.01703,,600.5,40.141828421988684,26609.51703
2025-09-29 08:48:15,0.03722594615860755,,40.0,26009.280866999998,,800.5,40.03722594615861,26809.780866999998
2025-09-29 08:48:20,0.05624425337952617,,40.0,26009.555979,,1000.5,40.056244253379525,27010.055979
2025-09-29 08:48:25,0.057319860641247604,,40.0,26009.808834,,1200.5,40.05731986064125,27210.308834
2025-09-29 08:48:30,0.03475811930287594,,40.1,26010.061021,,1401.0,40.13475811930288,27411.061021
2025-09-29 08:48:35,0.07888415976155452,,40.0,26010.375059,,1601.0,40.07888415976156,27611.375059
2025-09-29 08:48:40,0.04264173274468949,,40.0,26010.597475,,1801.0,40.04264173274469,27811.597475
2025-09-29 08:48:45,0.04128575271656354,,40.0,26010.847706,,2001.0,40.04128575271656,28011.847706
2025-09-29 08:48:50,0.0,,40.1,26011.099846999998,,2201.5,40.1,28212.599846999998
2025-09-29 08:48:55,0.02515026265690477,,40.0,26011.317253,,2401.5,40.02515026265691,28412.817253
2025-09-29 08:49:00,0.0625815308316525,,40.0,26011.615475,,2601.5,40.06258153083165,28613.115475
2025-09-29 08:49:05,0.0,,40.0,26011.885907,,2801.5,40.0,28813.385907
2025-09-29 08:49:10,0.05173791326123482,,40.1,26012.198964000003,,3002.0,40.151737913261236,29014.198964000003
2025-09-29 08:49:15,0.0,,40.0,26012.426828,,3202.0,40.0,29214.426828
2025-09-29 08:49:20,0.054369550500775965,,40.0,26012.674242,,3402.0,40.05436955050077,29414.674242
2025-09-29 08:49:25,0.07658745897648503,,40.1,26012.980366,,3602.5,40.176587458976485,29615.480366
2025-09-29 08:49:30,0.03500383153749924,,40.0,26013.234579,,3802.5,40.0350038315375,29815.734579
2025-09-29 08:49:35,0.0456111918312672,,40.0,26013.469664,,4002.5,40.04561119183127,30015.969664
2025-09-29 08:49:40,0.0343578523451018,0.03435785234435185,40.0,26013.785993,0.140019,4202.5,40.06871570468945,30216.426012
2025-09-29 08:49:45,0.10721223389912013,,40.1,26014.161119,,4403.0,40.20721223389912,30417.161119
2025-09-29 08:49:50,0.07615439993147309,0.5711579994995549,40.0,26014.513602000003,5.8703639999999995,4603.0,40.64731239943103,30623.383966
2025-09-29 08:49:55,0.04753348488577509,0.2852009093084255,40.2,26014.854816000003,12.038371,4804.0,40.5327343941942,30830.893187
2025-09-29 08:50:00,0.0,0.26386234132275016,40.0,26015.082975,17.56788,5004.0,40.26386234132275,31036.650855
2025-09-29 08:50:05,0.0,0.0,37.4,26015.547787,19.088844,5191.0,37.4,31225.636631
2025-09-29 08:50:10,0.09190716466133916,0.0,32.6,26016.018396,19.088844,5354.0,32.69190716466134,31389.10724
2025-09-29 08:50:15,0.03219434115478058,0.0,32.5,26016.354335,19.088844,5516.5,32.53219434115478,31551.943179
2025-09-29 08:50:20,0.20949098207619618,0.0,39.5,26016.779621,19.088844,5714.0,39.7094909820762,31749.868465000003
2025-09-29 08:50:25,0.029899379503065097,1.764063390642336,51.1,26016.963717,26.842496999999998,5969.5,52.8939627701454,32013.306214
2025-09-29 08:50:30,0.0,13.855086169640192,51.1,26017.203056,83.364508,6225.0,64.9550861696402,32325.567563999997
2025-09-29 08:50:35,0.05467469098276271,13.94204620030015,51.2,26017.564123,151.144142,6481.0,65.19672089128292,32649.708265
2025-09-29 08:50:40,0.0,13.394840670858166,51.2,26017.899867,221.718843,6737.0,64.59484067085816,32976.618709999995
2025-09-29 08:50:45,0.11502841277339557,11.847926515939921,51.1,26018.282733,289.46230099999997,6992.5,63.06295492871332,33300.245034
2025-09-29 08:50:50,0.08405103804140987,12.943859858094635,51.1,26018.668472,356.55413899999996,7248.0,64.12791089613604,33623.222611000005
2025-09-29 08:50:55,0.07759283705313631,11.871704069410594,51.2,26019.039292999998,415.05730900000003,7504.0,63.14929690646373,33938.096602
2025-09-29 08:51:00,0.0462256666543738,11.51019099668781,51.3,26019.365607,483.749882,7760.5,62.85641666334218,34263.615489
2025-09-29 08:51:05,0.10386851205024258,12.87969549394889,51.2,26019.759227,554.991003,8016.5,64.18356400599913,34591.25023
2025-09-29 08:51:10,0.06983841333606676,13.688329014815203,51.2,26020.150912,621.503371,8272.5,64.95816742815127,34914.154282999996
2025-09-29 08:51:15,0.07851076115914296,12.169167979401507,51.1,26020.537994000002,688.0177259999999,8528.0,63.34767874056065,35236.555720000004
2025-09-29 08:51:20,0.05215097059170464,13.246346530003795,51.2,26020.937934999998,751.306674,8784.0,64.4984975005955,35556.244609
2025-09-29 08:51:25,0.13887942982206017,12.036217251347361,51.2,26021.582162000002,822.037861,9040.0,63.375096681169424,35883.620023
2025-09-29 08:51:30,0.0937973888657909,11.161889274785457,51.3,26022.325692,889.219181,9296.5,62.555686663651244,36208.044873
2025-09-29 08:51:35,0.13285890346365192,13.15303144261437,51.3,26023.297227000003,959.793076,9553.0,64.58589034607802,36536.090303000004
2025-09-29 08:51:40,0.18596620345316633,13.01763424202926,51.2,26024.045908,1027.176373,9809.0,64.40360044548243,36860.222280999995
2025-09-29 08:51:45,0.10716242149455396,14.841995376671807,51.1,26024.666094,1090.776004,10064.5,66.04915779816636,37179.942098
2025-09-29 08:51:50,0.04932642851381866,12.627565699261956,51.2,26025.204355,1158.13787,10320.5,63.876892127775776,37503.842225
2025-09-29 08:51:55,0.11450201733032626,12.652472914724921,51.3,26025.776117999998,1223.803275,10577.0,64.06697493205525,37826.57939299999
2025-09-29 08:52:00,0.13467646341360034,11.582175853843504,51.3,26026.667983,1287.046983,10833.5,63.016852317257104,38147.214966
2025-09-29 08:52:05,0.14074705291655867,12.432656341068242,51.2,26027.143451,1345.2505689999998,11089.5,63.77340339398481,38461.89402
2025-09-29 08:52:10,0.36721794425318754,14.53133865122232,51.3,26027.956996999998,1410.526116,11346.0,66.19855659547551,38784.483112999995
2025-09-29 08:52:15,0.0,11.504459735308162,51.2,26028.268566,1480.258178,11602.0,62.70445973530816,39110.526744
2025-09-29 08:52:20,0.11749437391456324,11.808184578413545,51.2,26028.773091000003,1538.9258650000002,11858.0,63.125678952328116,39425.69895600001
2025-09-29 08:52:25,0.14001087058662642,10.920847905756897,51.1,26029.395302,1598.559133,12113.5,62.160858776343524,39741.454435
2025-09-29 08:52:30,0.07862043415552876,9.945484920674495,51.3,26029.791244,1654.215186,12370.0,61.324105354830024,40054.00643
2025-09-29 08:52:35,0.04662560559675574,11.703027004785639,51.2,26030.302323,1720.006171,12626.0,62.9496526103824,40376.308494
2025-09-29 08:52:40,0.09052650834691804,11.04423401832398,51.1,26030.920258,1780.6009430000001,12881.5,62.2347605266709,40693.021200999996
2025-09-29 08:52:45,0.05703202021833205,10.77905182126467,51.2,26031.350825,1836.7060709999998,13137.5,62.036083841483006,41005.556896
2025-09-29 08:52:50,0.07224853880485625,11.559766208776745,51.3,26031.863921,1891.9181350000001,13394.0,62.9320147475816,41317.782056
2025-09-29 08:52:55,0.0661469203401884,10.021258431538442,51.1,26032.364219,1940.6088510000002,13649.5,61.18740535187863,41622.47307
2025-09-29 08:53:00,0.0748162051367625,9.613882360073946,51.2,26032.901466,1998.54789,13905.5,60.88869856521071,41936.949356
2025-09-29 08:53:05,0.12663313746804702,10.932660868074612,51.2,26033.524068000002,2059.199754,14161.5,62.259294005542664,42254.223822
